# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cpu_core/cycles/'
# Event count (approx.): 3777751798
#
# Overhead  Command  Shared Object      Symbol                                                                                                 
# ........  .......  .................  .......................................................................................................
#
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898bb572
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995ca40
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8994c0f9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5ecc1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a8f2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c81eb0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69edc2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a729b63
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f13392
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec7f5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a88af71
     0.01%  p2pd     p2pd               [.] runtime.(*scavengeIndex).find
     0.01%  p2pd     p2pd               [.] runtime.lock
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fefb7f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995253f
     0.01%  p2pd     p2pd               [.] go.opencensus.io/stats/view.(*worker).start
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8df18
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990c4e8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bd4647
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a40ea7b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dba10
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990b093
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9ec30
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b878cc
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ec649
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69fcb8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07180
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72a992
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1ca1b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a937234
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89971a4c
     0.01%  p2pd     p2pd               [.] runtime.write1.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c6051e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89c224
     0.01%  p2pd     p2pd               [.] runtime.gcStart
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea10c7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899651ca
     0.01%  p2pd     p2pd               [.] runtime.gcBgMarkWorker.func2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07f7a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89e9e910
     0.01%  p2pd     p2pd               [.] syscall.RawSyscall6
     0.01%  p2pd     p2pd               [.] runtime.sigtrampgo
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61e3d
     0.01%  p2pd     p2pd               [.] runtime.semrelease1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c84211
     0.01%  p2pd     p2pd               [.] runtime.(*gcControllerState).addIdleMarkWorker
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7059b5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6ea25c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c606d1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740d35
     0.01%  p2pd     p2pd               [.] runtime.casGToPreemptScan
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cf5750
     0.01%  p2pd     p2pd               [.] sync/atomic.(*Value).Store
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5fb625
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86bd96
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0c460
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62eb42
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899477d7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89861d6a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a631a70
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb073e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b40d
     0.01%  p2pd     p2pd               [.] net.ipToSockaddr
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89959797
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b0119
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1dc5d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89b69a0e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c893f1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995d93f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89be8530
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd4739
     0.01%  p2pd     p2pd               [.] internal/poll.(*FD).RawRead
     0.01%  p2pd     p2pd               [.] net/http.(*Transport).dialConnFor
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c534
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e966
     0.01%  p2pd     p2pd               [.] net.IP.Equal
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc474
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8992620b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bf09e2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a0ea
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7b8db4
     0.01%  p2pd     p2pd               [.] net.(*TCPConn).Read
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898ccf19
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b473
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8a9442
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79deeb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00bc2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c6067c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998e979
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe98
     0.01%  p2pd     p2pd               [.] runtime.(*gcWork).init
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b37c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fd10
     0.01%  p2pd     p2pd               [.] github.com/libp2p/go-netroute.(*router).Route
     0.01%  p2pd     p2pd               [.] net/http.(*Transport).tryPutIdleConn
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dc3d0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c628f1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997aa9c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899003c8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8923d
     0.01%  p2pd     p2pd               [.] runtime.mapaccess1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89972603
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c088
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ec68e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdad7e
     0.01%  p2pd     p2pd               [.] net/http.(*persistConn).readLoop.func4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b13b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89960a14
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa000fb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8984c500
     0.01%  p2pd     p2pd               [.] runtime.nextMarkBitArenaEpoch
     0.01%  p2pd     p2pd               [.] net/http.(*persistConn).roundTrip
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89980042
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61ce7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ea0ceb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d1ee
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89958e69
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952579
     0.01%  p2pd     p2pd               [.] net/url.escape
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c02a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cec5a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8c32
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995266c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff44bb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b463
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8ac487
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b3b8
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976a79
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a317d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995943e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6ea246
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c189
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89978bd2
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899efec0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8dc6
     0.01%  p2pd     p2pd               [.] strings.(*byteReplacer).Replace
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89965794
     0.01%  p2pd     p2pd               [.] context.value
     0.01%  p2pd     p2pd               [.] net.IP.String
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5fb652
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0bf0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a606e1e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c037e0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4193
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89fa2190
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995a5f6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a0c40
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899e6590
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c415
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb01a5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fb20
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e7930
     0.01%  p2pd     p2pd               [.] syscall.Syscall
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a700110
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a617315
     0.01%  p2pd     p2pd               [.] net/http.(*connectMethod).key
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a4b9d
     0.01%  p2pd     p2pd               [.] runtime.markroot.func1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f0f0
     0.01%  p2pd     p2pd               [.] runtime.(*unwinder).finishInternal
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a06e4b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89bc6610
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d53
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995d998
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a2a2d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998daf5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ca681
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c818be
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ca253e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e00c4
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5ef3f3
     0.01%  p2pd     p2pd               [.] golang.org/x/crypto/chacha20poly1305.chacha20Poly1305Open.abi0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a253d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c58fb6
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6fd347
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a636a0e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997215e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff898ccf1c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd0e91
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8868bb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe70
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f1f263
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964119
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5e3fb
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8990039d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a9375e5
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a7afa77
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a704980
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62e2e1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08b2c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a69fce1
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ed9fc
     0.01%  p2pd     p2pd               [.] github.com/prometheus/client_golang/prometheus.hashAdd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a3252
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c01f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89964eee
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c89410
     0.01%  p2pd     p2pd               [.] sort.median
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a92e8cd
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89976882
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0bb40
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8d6e
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6e9f50
     0.01%  p2pd     p2pd               [.] sync.(*poolChain).popHead
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a1e2b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89949bd0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c10f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740bc9
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89d1e640
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c1ad1c
     0.01%  p2pd     p2pd               [.] net/http.isKnownInMemoryReader
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e0288
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a2796
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635f6d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89947780
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89952d7c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c20bb7
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899650ee
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff4202
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a371b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f5c2
     0.01%  p2pd     p2pd               [.] github.com/mr-tron/base58/base58.FastBase58EncodingAlphabet
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72aa76
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d1e6
     0.01%  p2pd     p2pd               [.] encoding/xml.escapeText
     0.01%  p2pd     p2pd               [.] net.(*conn).Read
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a039
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997aaf1
     0.01%  p2pd     p2pd               [.] runtime.typeAssert
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995f331
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6cebd4
     0.01%  p2pd     p2pd               [.] go:(*struct { *net.TCPConn; github.com/multiformats/go-multiaddr/net.maEndpoints }).Read
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62a48b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe83
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd1e9f
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa0007c
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8997a917
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff49a0
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ccd225
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89b57a
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899d8c1b
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740d42
     0.01%  p2pd     p2pd               [.] runtime.makeslicecopy
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89beba5d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a1375
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fb17
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb54c
     0.01%  p2pd     [nf_conntrack]     [k] resolve_normal_ct
     0.01%  p2pd     p2pd               [.] go.opentelemetry.io/otel/internal/global.(*tracerProvider).Tracer
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a26d
     0.01%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0de7e
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89938432
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c0f6
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995fe80
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8998b51b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a07fe2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c38d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8aa00ba0
     0.00%  p2pd     p2pd               [.] runtime.startTheWorldWithSema
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cdb047
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25df3
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cae015
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c61ca3
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899719be
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae7ab
     0.00%  p2pd     p2pd               [.] runtime.(*hmap).incrnoverflow
     0.00%  p2pd     p2pd               [.] github.com/flynn/noise.cipherChaChaPoly.func1
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f2ff82
     0.00%  p2pd     p2pd               [.] syscall.Bind
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635443
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a87da41
     0.00%  p2pd     p2pd               [.] github.com/libp2p/go-nat.(*upnp_NAT).GetExternalAddress
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740b5b
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a65c5c
     0.00%  p2pd     p2pd               [.] net/http.(*persistConn).readResponse
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a89783d
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a91fbfb
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e78e0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c8c7c5
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899efee2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a25db6
     0.00%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/host/resource-manager.(*resourceScope).ReleaseForChild.deferwrap1
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cb02e5
     0.00%  p2pd     p2pd               [.] github.com/libp2p/go-libp2p/p2p/protocol/identify.(*idService).sendPushes
     0.00%  p2pd     p2pd               [.] runtime.stackalloc
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd30f0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0de77
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5f2dd
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8995c04c
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899ca68a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89ff90c5
     0.00%  p2pd     p2pd               [.] net.IP.IsLinkLocalMulticast
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89efb1f2
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0fa6f
     0.00%  p2pd     p2pd               [.] memeqbody
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5e8b62
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5dff41
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a08b31
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd59aa
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a86c040
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89f0e914
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b3c0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a75ff7c
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a635ce7
     0.00%  p2pd     p2pd               [.] github.com/multiformats/go-multiaddr/net.(*CodecMap).FromNetAddr
     0.00%  p2pd     p2pd               [.] runtime.(*_panic).nextDefer
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a70a190
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff899260df
     0.00%  p2pd     p2pd               [.] runtime.(*gcWork).tryGet
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72be98
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6350a8
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89a0c62b
     0.00%  p2pd     p2pd               [.] golang.org/x/crypto/chacha20poly1305.chacha20Poly1305Seal.abi0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a79a066
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a0ae807
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89c5b428
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a5f4aae
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a60d1f2
     0.00%  p2pd     p2pd               [.] encoding/xml.(*Decoder).unmarshalPath
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff89cd6495
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a72c559
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a8977d0
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a740d2a
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a6a454f
     0.00%  p2pd     [kernel.kallsyms]  [k] 0xffffffff8a62b049
